Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var,included
24,24,24,,NA,NA,NA,Chisholm & Kingstone 2015 Acta (Action video game players' visual search advantage extends to biologically relevant stimuli),"Chisholm, J. D., & Kingstone, A.",NA,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months.,NA,Younger adults,Covert,Other,top-down attention,bottom-up attention?,Attentional/Oculomotor capture with schematic emotional stimuli,Oculomotor Capture - % initial saccades to abrupt onset,main,accuracy,Paper,16,16,1,1,0,NA,NA,NA,NA,NA,NA,included
24,24,24,,NA,NA,2,Chisholm & Kingstone 2015 Acta (Action video game players' visual search advantage extends to biologically relevant stimuli),"Chisholm, J. D., & Kingstone, A.",NA,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months.,NA,Younger adults,Covert,Other,top-down attention,top-down attention,Attentional/Oculomotor capture with schematic emotional stimuli,Main effect Group: Group x Onset face: Oculomotor capture %,main,accuracy,Paper,16,16,1,1,0,NA,NA,NA,NA,NA,NA,included
24,24,24,,NA,NA,2,Chisholm & Kingstone 2015 Acta (Action video game players' visual search advantage extends to biologically relevant stimuli),"Chisholm, J. D., & Kingstone, A.",NA,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months.,NA,Younger adults,Covert,Other,top-down attention,top-down attention,Attentional/Oculomotor capture with schematic emotional stimuli,Main effect Group: Group x Onset face: Saccade latency to onset face (distractor),main,speed,Paper,16,16,1,1,0,NA,NA,NA,NA,NA,NA,included
25,25,25,,1,NA,1,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,perception,perception,Compound search - Target discrimination,Main effect Group: Group x Onset presence: Manual RT,main,speed,Paper,28,29,1,1,0,Ftest,0.9475337445412353,0.07807266009852216,0.9863013698630136,0.9345538302324512,0.07594833363684347,included
25,25,25,,NA,NA,1,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,perception,perception,Compound search,Main effect Group: Group x Onset presence: Manual response errors,main,accuracy,Paper,28,29,1,1,0,NA,NA,NA,NA,NA,NA,included
25,25,25,,NA,NA,2,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Compound search,Main effect Group: Group x Onset presence: Saccade accuracy,main,accuracy,Paper,28,29,1,1,0,NA,NA,NA,NA,NA,NA,included
25,25,25,,NA,latency,2,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Compound search,Main effect Group: Group x Onset presence: Saccade latency,main,accuracy,Paper,28,29,1,1,0,NA,NA,NA,NA,NA,NA,included
25,25,25,,2-avg,NA,3,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Compound search,Interaction: Group x onset presence: Saccade accuracy,interaction,accuracy,Paper,28,29,1,1,0,Ftest,0.6336616554566475,0.0737192118226601,0.9863013698630136,0.6249813588065565,0.07171334098117281,included
25,25,25,,NA,latency,3,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Compound search,Interaction: Group x onset presence: Saccade latency,interaction,speed,sent by email,28,29,1,1,0,NA,NA,NA,NA,NA,NA,included
25,25,25,,NA,NA,NA,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Compound search,Main effect Group: Group x Onset distance: Saccade accuracy (% capture),main,accuracy,Paper,28,29,1,1,0,NA,0.6064919721771022,0.07342364532019705,0.9863013698630136,0.5981838629691966,0.07142581672732247,included
25,25,25,,NA,NA,NA,Chisholm & Kingstone 2015 PBR,"Chisholm, J. D., & Kingstone, A.",SAME AS THESIS CHAPTER 3,NA,1,NA,published,2015,playing a minimum of 3 h per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Compound search,Interactionp: Group x Onset distance: Saccade accuracy (% capture),interaction,accuracy,Paper,28,29,1,1,0,NA,NA,NA,NA,NA,NA,included
26,26,25,,1,NA,NA,Chisholm THESIS - Discussion (chapter 2 vs. 3),"Chisholm, J. D.","Same subjects as in Chisholm 2012 and 2015, don't use manuscript draft (leveling the playing field)",NA,1,NA,unpublished,2014,reported playing a minimum of 3 hours per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Covert,Other,top-down attention,top-down attention,Attentional/Oculomotor capture,Interaction: Group x awareness: oculomotor capture %,interaction,accuracy,Paper (Discussion),47,48,1,1,0,Ftest,0.36130427639573265,0.04279698581560284,0.9919137466307277,0.35838267847339517,0.04210764966174468,included
26,26,26,,NA,NA,NA,Chisholm THESIS CHAP5 - EXP1,"Chisholm, J. D.",Same subjects as in Chisholm 2012 don't use manuscript draft (leveling the playing field),NA,1,NA,unpublished,2014,reported playing a minimum of 3 hours per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Covert,Other,top-down attention,top-down attention,Attentional/Oculomotor capture with schematic emotional stimuli,main effect Group: Group x Distractor presence: Saccade latency,main,accuracy,Paper (Chapter 5 - study 2),16,16,1,1,0,NA,NA,NA,NA,NA,NA,included
26,26,25,,2,NA,1,Chisholm THESIS CHAP5 - EXP2,"Chisholm, J. D.",Partial overlap: Chisholm et al 2015 PBR,NA,1,NA,unpublished,2014,reported playing a minimum of 3 hours per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Covert,Other,perception,perception,Compound search - Target discrimination,Main effect Group: Group x onset presence: manual RT,main,speed,Paper,15,15,1,1,0,Ftest,0.917242243539477,0.14735555555555555,0.972972972972973,0.8924519126330047,0.1394980277574872,included
26,26,26,,NA,NA,1,Chisholm THESIS CHAP5 - EXP2,"Chisholm, J. D.",<1,NA,1,NA,unpublished,2014,reported playing a minimum of 3 hours per week of action video games over the last six months,reported little to no action video game playing over the past six months,NA,Younger adults,Covert,Other,perception,perception,Attentional/Oculomotor capture with schematic emotional stimuli,Main effect Group: Group x onset presence: manual response errors,main,accuracy,Paper,15,15,1,1,0,NA,NA,NA,NA,NA,NA,included
27,27,27,,1,NA,NA,"Clark, Fleck & Mitroff 2011","Clark, K., Fleck, M. S., & Mitroff, S. R.",NA,NA,1,NA,published,2011,played action video games (primarily first-person shooter games) for more than 6 h per week over the 6-month period prior to testing.,Participants with no action video game experience and little to no experience with other video games in their lifetimes,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Change detection,Number of cycles required to find change (change trials),main,speed,Paper,15,20,1,1,0,MeanSD,0.7808141888674183,0.1253762494886193,0.9770992366412213,0.7629329479009889,0.11969957879036994,included
28,28,28,,NA,NA,1,Colzato et al. 2010,"Colzato, L. S., van Leeuwen, P. J., van den Wildenberg, W. P., & Hommel, B.",NA,NA,1,NA,published,2010,"VGPs met the following criteria: play video games at  least  four  times  a  week  for  a  minimum  period  of  6  months. PC,  Xbox,  Playstation  and 
Nintendo).  VGPs  participating  in  the  study  played  mainly  FPS games, such as Call of Duty: Modern Warfare, Unreal Tournament, Battlefield, and the very controversial Grand Theft Auto IV.",little to no videogame experience (NVGPs),NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Task switching,Interaction: Group x  task switch (reptition vs. alternation): Proportion of errors (%),interaction,accuracy,Met-Ana-Excell: Data sent by e-mail,17,17,1,1,0,NA,NA,NA,NA,NA,NA,included
28,28,28,,1,NA,1,Colzato et al. 2010,"Colzato, L. S., van Leeuwen, P. J., van den Wildenberg, W. P., & Hommel, B.",NA,NA,1,NA,published,2010,"VGPs met the following criteria: play video games at  least  four  times  a  week  for  a  minimum  period  of  6  months. PC,  Xbox,  Playstation  and 
Nintendo).  VGPs  participating  in  the  study  played  mainly  FPS games, such as Call of Duty: Modern Warfare, Unreal Tournament, Battlefield, and the very controversial Grand Theft Auto IV.",little to no videogame experience (NVGPs),NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Task switching,Interaction: Group x  task switch (reptition vs. alternation): RT,interaction,speed,Paper,17,17,1,1,0,Ftest,0.7608045277282232,0.126159169550173,0.9763779527559056,0.7428327672307061,0.1202692907807961,included
29,29,29,,1,NA,NA,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,inhibition,inhibition,Stop-signal task,Mean stop-signal RT,main,speed,Paper,26,26,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,-0.07844645405527362,0.07698224852071006,0.9849246231155779,-0.07726384419514387,0.07467867122475691,included
29,29,29,,NA,NA,NA,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,speed of processing,speed of processing,Stop-signal task,RT on go trials,main,speed,Paper,26,26,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,0.5865155443384944,0.08023077388221808,0.9849246231155779,0.5776736014590196,0.07782998938055327,included
29,29,29,,NA,NA,0,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,N-Back,Main effect Group: Group x Load: accuracy (%),main,accuracy,Paper,26,24,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,1.0538391352938659,0.09123397435897436,0.9842931937172775,1.0372866881426535,0.08839049340049861,included
29,29,29,,NA,NA,0,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,N-Back,Main effect Group: Group x Load: RT,main,speed,Paper,26,24,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,0.9607689228305228,0.08935897435897437,0.9842931937172775,0.9456783114771639,0.08657393135450207,included
29,29,29,,3-avg,NA,3,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,verbal cognition,WM,N-Back,1-back accuracy,main,accuracy,Table 1,26,24,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,0.9553290330330603,0.08925474074176395,0.9842931937172775,0.9403238649749495,0.08647294637693334,included
29,29,29,,NA,NA,3,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,verbal cognition,WM,N-Back,1-back RT,main,speed,Table 1,26,24,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,0.8646643617305891,0.0876046497126748,0.9842931937172775,0.8510832461013129,0.08487428358446254,included
29,29,29,,3-avg,NA,4,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,verbal cognition,WM,N-Back,2-back accuracy,main,accuracy,Table 1,26,24,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,1.1240636702497657,0.09276339647595888,0.9842931937172775,1.1064082199317067,0.08987224815784356,included
29,29,29,,NA,NA,4,Colzato et al. 2013,"Colzato, L. S., van den Wildenberg, W. P., Zmigrod, S., & Hommel, B.",NA,NA,1,NA,published,2013,play action video games at least 5 h a week for a minimum period of 1 year.,Participants with no action video game experience and little to no experience with other video games were classified as NVGPs.,NA,Younger adults,Covert,Other,verbal cognition,WM,N-Back,2-back RT,main,speed,Table 1,26,24,0.9230769230769231,0.9583333333333334,-0.03525641025641024,MeanSD,0.8183659313564434,0.08682543310425413,0.9842931937172775,0.8055120162042481,0.0841193527490134,included
